station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
LFBT,LFBT,2019-09-12 00:00,53.60,50.00,87.56,180.00,4.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFBT 120000Z AUTO 18004KT CAVOK 12/10 Q1031 NOSIG,M
LFBT,LFBT,2019-09-12 00:30,51.80,50.00,93.55,190.00,3.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,LFBT 120030Z AUTO 19003KT CAVOK 11/10 Q1031 NOSIG,M
LFBT,LFBT,2019-09-12 01:00,53.60,51.80,93.60,150.00,5.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFBT 120100Z AUTO 15005KT CAVOK 12/11 Q1030 NOSIG,M
LFBT,LFBT,2019-09-12 01:30,51.80,50.00,93.55,150.00,4.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,LFBT 120130Z AUTO 15004KT CAVOK 11/10 Q1030 NOSIG,M
LFBT,LFBT,2019-09-12 02:00,51.80,50.00,93.55,180.00,3.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,LFBT 120200Z AUTO 18003KT CAVOK 11/10 Q1030 NOSIG,M
LFBT,LFBT,2019-09-12 02:30,51.80,48.20,87.47,170.00,4.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,LFBT 120230Z AUTO 17004KT CAVOK 11/09 Q1030 NOSIG,M
LFBT,LFBT,2019-09-12 03:00,50.00,48.20,93.50,170.00,3.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,49.27,LFBT 120300Z AUTO 17003KT CAVOK 10/09 Q1030 NOSIG,M
LFBT,LFBT,2019-09-12 03:30,50.00,48.20,93.50,170.00,4.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,48.44,LFBT 120330Z AUTO 17004KT CAVOK 10/09 Q1030 NOSIG,M
LFBT,LFBT,2019-09-12 04:00,50.00,50.00,100.00,170.00,6.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,47.21,LFBT 120400Z AUTO 17006KT CAVOK 10/10 Q1030 NOSIG,M
LFBT,LFBT,2019-09-12 04:30,50.00,48.20,93.50,170.00,5.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,47.77,LFBT 120430Z AUTO 17005KT CAVOK 10/09 Q1030 NOSIG,M
LFBT,LFBT,2019-09-12 05:00,50.00,48.20,93.50,160.00,3.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,49.27,LFBT 120500Z AUTO 16003KT CAVOK 10/09 Q1031 NOSIG,M
LFBT,LFBT,2019-09-12 05:30,50.00,48.20,93.50,160.00,3.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,49.27,LFBT 120530Z AUTO 16003KT CAVOK 10/09 Q1031 NOSIG,M
LFBT,LFBT,2019-09-12 06:00,50.00,48.20,93.50,170.00,4.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,48.44,LFBT 120600Z AUTO 17004KT CAVOK 10/09 Q1031 NOSIG,M
LFBT,LFBT,2019-09-12 06:30,51.80,50.00,93.55,170.00,4.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,LFBT 120630Z AUTO 17004KT CAVOK 11/10 Q1031 NOSIG,M
LFBT,LFBT,2019-09-12 07:00,55.40,51.80,87.65,160.00,4.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,LFBT 120700Z AUTO 16004KT 140V200 CAVOK 13/11 Q1032 NOSIG,M
LFBT,LFBT,2019-09-12 07:30,59.00,53.60,82.25,150.00,4.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LFBT 120730Z AUTO 15004KT 120V180 CAVOK 15/12 Q1032 NOSIG,M
LFBT,LFBT,2019-09-12 08:00,60.80,53.60,77.14,180.00,5.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LFBT 120800Z AUTO 18005KT 130V200 CAVOK 16/12 Q1032 NOSIG,M
LFBT,LFBT,2019-09-12 08:30,62.60,53.60,72.38,180.00,3.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,LFBT 120830Z AUTO 18003KT 140V230 CAVOK 17/12 Q1032 NOSIG,M
LFBT,LFBT,2019-09-12 09:00,64.40,53.60,67.95,M,2.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,LFBT 120900Z AUTO VRB02KT CAVOK 18/12 Q1032 NOSIG,M
LFBT,LFBT,2019-09-12 09:30,68.00,55.40,64.04,350.00,4.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,LFBT 120930Z AUTO 35004KT 260V060 CAVOK 20/13 Q1032 NOSIG,M
LFBT,LFBT,2019-09-12 10:00,68.00,53.60,59.97,30.00,3.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,68.00,LFBT 121000Z AUTO 03003KT 310V100 CAVOK 20/12 Q1032 NOSIG,M
LFBT,LFBT,2019-09-12 10:30,69.80,53.60,56.38,M,2.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,LFBT 121030Z AUTO VRB02KT CAVOK 21/12 Q1032 NOSIG,M
LFBT,LFBT,2019-09-12 11:00,71.60,51.80,49.64,M,4.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,LFBT 121100Z AUTO VRB04KT CAVOK 22/11 Q1032 NOSIG,M
LFBT,LFBT,2019-09-12 11:30,73.40,51.80,46.71,M,5.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,LFBT 121130Z AUTO VRB05KT CAVOK 23/11 Q1032 NOSIG,M
LFBT,LFBT,2019-09-12 12:00,75.20,51.80,43.97,M,6.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,LFBT 121200Z AUTO VRB06KT CAVOK 24/11 Q1032 NOSIG,M
LFBT,LFBT,2019-09-12 12:30,75.20,51.80,43.97,10.00,5.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,LFBT 121230Z AUTO 01005KT 300V060 CAVOK 24/11 Q1031 NOSIG,M
LFBT,LFBT,2019-09-12 13:00,77.00,53.60,44.25,M,3.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,LFBT 121300Z AUTO VRB03KT CAVOK 25/12 Q1031 NOSIG,M
LFBT,LFBT,2019-09-12 13:30,75.20,53.60,46.98,20.00,5.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,LFBT 121330Z AUTO 02005KT 320V080 CAVOK 24/12 Q1031 NOSIG,M
LFBT,LFBT,2019-09-12 14:00,75.20,53.60,46.98,40.00,8.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,LFBT 121400Z AUTO 04008KT 350V080 CAVOK 24/12 Q1031 NOSIG,M
LFBT,LFBT,2019-09-12 14:30,77.00,53.60,44.25,80.00,6.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,LFBT 121430Z AUTO 08006KT 010V150 CAVOK 25/12 Q1030 NOSIG,M
LFBT,LFBT,2019-09-12 15:00,77.00,55.40,47.25,20.00,6.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,LFBT 121500Z AUTO 02006KT 350V050 CAVOK 25/13 Q1030 NOSIG,M
LFBT,LFBT,2019-09-12 15:30,77.00,51.80,41.42,50.00,4.00,0.00,30.42,M,6.21,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,LFBT 121530Z AUTO 05004KT 360V110 9999 NSC 25/11 Q1030 NOSIG,M
LFBT,LFBT,2019-09-12 16:00,77.00,53.60,44.25,40.00,4.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,LFBT 121600Z AUTO 04004KT 330V110 CAVOK 25/12 Q1030 NOSIG,M
LFBT,LFBT,2019-09-12 16:30,75.20,51.80,43.97,60.00,6.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,LFBT 121630Z AUTO 06006KT 020V110 CAVOK 24/11 Q1030 NOSIG,M
LFBT,LFBT,2019-09-12 17:00,75.20,51.80,43.97,50.00,5.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,LFBT 121700Z AUTO 05005KT 020V100 CAVOK 24/11 Q1030 NOSIG,M
LFBT,LFBT,2019-09-12 17:30,73.40,51.80,46.71,50.00,4.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,LFBT 121730Z AUTO 05004KT 020V090 CAVOK 23/11 Q1030 NOSIG,M
LFBT,LFBT,2019-09-12 18:00,71.60,51.80,49.64,M,3.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,71.60,LFBT 121800Z AUTO VRB03KT CAVOK 22/11 Q1030 NOSIG,M
LFBT,LFBT,2019-09-12 18:30,66.20,55.40,68.15,220.00,4.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,LFBT 121830Z AUTO 22004KT CAVOK 19/13 Q1030 NOSIG,M
LFBT,LFBT,2019-09-12 19:00,60.80,55.40,82.37,200.00,5.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LFBT 121900Z AUTO 20005KT CAVOK 16/13 Q1030 NOSIG,M
LFBT,LFBT,2019-09-12 19:30,60.80,55.40,82.37,170.00,4.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,LFBT 121930Z AUTO 17004KT CAVOK 16/13 Q1030 NOSIG,M
LFBT,LFBT,2019-09-12 20:00,59.00,55.40,87.83,180.00,6.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LFBT 122000Z AUTO 18006KT CAVOK 15/13 Q1031 NOSIG,M
LFBT,LFBT,2019-09-12 20:30,59.00,55.40,87.83,180.00,6.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LFBT 122030Z AUTO 18006KT CAVOK 15/13 Q1031 NOSIG,M
LFBT,LFBT,2019-09-12 21:00,59.00,53.60,82.25,160.00,3.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LFBT 122100Z AUTO 16003KT CAVOK 15/12 Q1031 NOSIG,M
LFBT,LFBT,2019-09-12 21:30,57.20,53.60,87.74,170.00,3.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFBT 122130Z AUTO 17003KT CAVOK 14/12 Q1031 NOSIG,M
LFBT,LFBT,2019-09-12 22:00,57.20,53.60,87.74,160.00,3.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFBT 122200Z AUTO 16003KT CAVOK 14/12 Q1031 NOSIG,M
LFBT,LFBT,2019-09-12 22:30,57.20,53.60,87.74,150.00,3.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFBT 122230Z AUTO 15003KT CAVOK 14/12 Q1031 NOSIG,M
LFBT,LFBT,2019-09-12 23:00,59.00,55.40,87.83,120.00,3.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LFBT 122300Z AUTO 12003KT CAVOK 15/13 Q1030 NOSIG,M
LFBT,LFBT,2019-09-12 23:30,55.40,51.80,87.65,170.00,3.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,LFBT 122330Z AUTO 17003KT CAVOK 13/11 Q1030 NOSIG,M
LFBY,LFBY,2019-09-12 00:00,53.60,51.80,93.60,0.00,0.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,53.60,LFBY 120000Z AUTO 00000KT 9999 // ////// 12/11 Q1030,M
LFBY,LFBY,2019-09-12 00:30,53.60,51.80,93.60,0.00,0.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,53.60,LFBY 120030Z AUTO 00000KT 9999 // ////// 12/11 Q1030,M
LFBY,LFBY,2019-09-12 01:00,53.60,51.80,93.60,0.00,0.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,53.60,LFBY 120100Z AUTO 00000KT 9999 // ////// 12/11 Q1030,M
LFBY,LFBY,2019-09-12 01:30,53.60,51.80,93.60,0.00,0.00,0.00,30.42,M,5.59,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,53.60,LFBY 120130Z AUTO 00000KT 9000 // ////// 12/11 Q1030,M
LFBY,LFBY,2019-09-12 02:00,53.60,51.80,93.60,320.00,3.00,0.00,30.42,M,5.59,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,53.60,LFBY 120200Z AUTO 32003KT 9000 // ////// 12/11 Q1030,M
LFBY,LFBY,2019-09-12 02:30,51.80,50.00,93.55,0.00,0.00,0.00,30.42,M,5.59,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,51.80,LFBY 120230Z AUTO 00000KT 9000 // ////// 11/10 Q1030,M
LFBY,LFBY,2019-09-12 03:00,51.80,50.00,93.55,0.00,0.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,51.80,LFBY 120300Z AUTO 00000KT 9999 // ////// 11/10 Q1030,M
LFBY,LFBY,2019-09-12 03:30,51.80,50.00,93.55,0.00,0.00,0.00,30.42,M,4.35,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,51.80,LFBY 120330Z AUTO 00000KT 7000 // ////// 11/10 Q1030,M
LFBY,LFBY,2019-09-12 04:00,51.80,50.00,93.55,0.00,0.00,0.00,30.42,M,5.59,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,51.80,LFBY 120400Z AUTO 00000KT 9000 // ////// 11/10 Q1030,M
LFBY,LFBY,2019-09-12 04:30,50.00,50.00,100.00,0.00,0.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,50.00,LFBY 120430Z AUTO 00000KT 9999 // ////// 10/10 Q1030,M
LFBY,LFBY,2019-09-12 05:00,50.00,48.20,93.50,0.00,0.00,0.00,30.42,M,0.50,M,NSC,M,M,M,M,M,M,M,FG,M,M,M,M,M,M,50.00,LFBY 120500Z 00000KT 0800 FG NSC 10/09 Q1030,M
LFBY,LFBY,2019-09-12 06:00,50.00,48.20,93.50,0.00,0.00,0.00,30.45,M,4.97,M,NSC,M,M,M,M,M,M,M,BCFG,M,M,M,M,M,M,50.00,LFBY 120600Z 00000KT 8000 0900W BCFG NSC 10/09 Q1031,M
LFBY,LFBY,2019-09-12 06:43,51.80,51.80,100.00,170.00,3.00,0.00,30.45,M,4.35,M,NSC,M,M,M,M,M,M,M,MIFG,M,M,M,M,M,M,51.80,LFBY 120643Z 17003KT 7000 MIFG NSC 11/11 Q1031 RMK B2,M
LFBY,LFBY,2019-09-12 08:00,59.00,55.40,87.83,M,1.00,0.00,30.47,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LFBY 120800Z VRB01KT 8000 NSC 15/13 Q1032,M
LFBY,LFBY,2019-09-12 09:00,64.40,55.40,72.56,M,1.00,0.00,30.47,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,LFBY 120900Z VRB01KT 8000 NSC 18/13 Q1032,M
LFBY,LFBY,2019-09-12 10:00,69.80,57.20,64.26,M,1.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,69.80,LFBY 121000Z VRB01KT CAVOK 21/14 Q1032,M
LFBY,LFBY,2019-09-12 11:00,73.40,57.20,56.88,70.00,3.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,73.40,LFBY 121100Z 07003KT 350V140 CAVOK 23/14 Q1032,M
LFBY,LFBY,2019-09-12 12:00,75.20,55.40,50.17,60.00,6.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,LFBY 121200Z 06006KT 010V120 CAVOK 24/13 Q1031,M
LFBY,LFBY,2019-09-12 13:00,75.20,53.60,46.98,40.00,5.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,75.20,LFBY 121300Z 04005KT 330V090 CAVOK 24/12 Q1031,M
LFBY,LFBY,2019-09-12 14:00,77.00,51.80,41.42,50.00,6.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,77.00,LFBY 121400Z 05006KT 350V110 CAVOK 25/11 Q1030,M
LFBY,LFBY,2019-09-12 15:00,78.80,53.60,41.69,60.00,5.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,78.80,LFBY 121500Z 06005KT 350V110 CAVOK 26/12 Q1029,M
LFBY,LFBY,2019-09-12 15:30,78.80,53.60,41.69,90.00,7.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,78.80,LFBY 121530Z AUTO 09007KT 060V130 9999 // ////// 26/12 Q1029,M
LFBY,LFBY,2019-09-12 16:00,80.60,53.60,39.30,130.00,5.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,80.29,LFBY 121600Z AUTO 13005KT 090V170 9999 // ////// 27/12 Q1029,M
LFBY,LFBY,2019-09-12 16:30,78.80,53.60,41.69,130.00,5.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,78.80,LFBY 121630Z AUTO 13005KT 100V160 9999 // ////// 26/12 Q1029,M
LFBY,LFBY,2019-09-12 17:00,78.80,53.60,41.69,130.00,4.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,78.80,LFBY 121700Z AUTO 13004KT 090V170 9999 // ////// 26/12 Q1029,M
LFBY,LFBY,2019-09-12 17:30,78.80,53.60,41.69,M,3.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,78.80,LFBY 121730Z AUTO VRB03KT 9999 // ////// 26/12 Q1029,M
LFBY,LFBY,2019-09-12 18:00,75.20,57.20,53.55,290.00,4.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,75.20,LFBY 121800Z AUTO 29004KT 250V360 9999 // ////// 24/14 Q1029,M
LFBY,LFBY,2019-09-12 18:30,71.60,57.20,60.44,290.00,4.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,71.60,LFBY 121830Z AUTO 29004KT 260V320 9999 // ////// 22/14 Q1029,M
LFBY,LFBY,2019-09-12 19:00,69.80,57.20,64.26,300.00,4.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,69.80,LFBY 121900Z AUTO 30004KT 9999 // ////// 21/14 Q1029,M
LFBY,LFBY,2019-09-12 19:30,68.00,57.20,68.35,310.00,3.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,68.00,LFBY 121930Z AUTO 31003KT 270V340 9999 // ////// 20/14 Q1029,M
LFBY,LFBY,2019-09-12 20:00,66.20,55.40,68.15,M,2.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,66.20,LFBY 122000Z AUTO VRB02KT 9999 // ////// 19/13 Q1029,M
LFBY,LFBY,2019-09-12 20:30,64.40,57.20,77.45,M,2.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,64.40,LFBY 122030Z AUTO VRB02KT 9999 // ////// 18/14 Q1029,M
LFBY,LFBY,2019-09-12 21:00,62.60,55.40,77.29,M,1.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,62.60,LFBY 122100Z AUTO VRB01KT 9999 // ////// 17/13 Q1029,M
LFBY,LFBY,2019-09-12 21:30,60.80,57.20,87.92,M,2.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,60.80,LFBY 122130Z AUTO VRB02KT 9999 // ////// 16/14 Q1029,M
LFBY,LFBY,2019-09-12 22:30,60.80,57.20,87.92,190.00,3.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,60.80,LFBY 122230Z AUTO 19003KT 9999 // ////// 16/14 Q1029,M
LFBY,LFBY,2019-09-12 23:00,59.00,57.20,93.74,M,2.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,59.00,LFBY 122300Z AUTO VRB02KT 9999 // ////// 15/14 Q1029,M
LFBY,LFBY,2019-09-12 23:30,59.00,57.20,93.74,M,2.00,0.00,30.39,M,6.21,M,M,M,M,M,M,M,M,M,,M,M,M,M,M,M,59.00,LFBY 122330Z AUTO VRB02KT 9999 // ////// 15/14 Q1029,M
LFBZ,LFBZ,2019-09-12 00:00,59.00,57.20,93.74,10.00,2.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LFBZ 120000Z AUTO 01002KT CAVOK 15/14 Q1031 TEMPO 3000 BR,M
LFBZ,LFBZ,2019-09-12 00:30,57.20,57.20,100.00,320.00,3.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFBZ 120030Z AUTO 32003KT CAVOK 14/14 Q1031 TEMPO 3000 BR,M
LFBZ,LFBZ,2019-09-12 01:00,57.20,57.20,100.00,330.00,2.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFBZ 120100Z AUTO 33002KT CAVOK 14/14 Q1030 TEMPO 3000 BR,M
LFBZ,LFBZ,2019-09-12 01:30,59.00,57.20,93.74,M,2.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LFBZ 120130Z AUTO VRB02KT CAVOK 15/14 Q1030 TEMPO 3000 BR,M
LFBZ,LFBZ,2019-09-12 02:00,59.00,57.20,93.74,150.00,2.00,0.00,30.42,M,4.35,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LFBZ 120200Z AUTO 15002KT 7000 NSC 15/14 Q1030 TEMPO 3000 BR,M
LFBZ,LFBZ,2019-09-12 02:30,57.20,55.40,93.69,M,2.00,0.00,30.42,M,5.59,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFBZ 120230Z AUTO VRB02KT 9000 3800 NSC 14/13 Q1030 TEMPO 3000 BR,M
LFBZ,LFBZ,2019-09-12 03:00,55.40,53.60,93.65,M,2.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,LFBZ 120300Z AUTO VRB02KT CAVOK 13/12 Q1030 TEMPO 3000 BR,M
LFBZ,LFBZ,2019-09-12 03:30,55.40,53.60,93.65,M,2.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,LFBZ 120330Z AUTO VRB02KT CAVOK 13/12 Q1030 TEMPO 3000 BR,M
LFBZ,LFBZ,2019-09-12 04:00,55.40,55.40,100.00,10.00,2.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,LFBZ 120400Z AUTO 01002KT CAVOK 13/13 Q1030 TEMPO 3000 BR,M
LFBZ,LFBZ,2019-09-12 04:30,55.40,53.60,93.65,190.00,1.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,LFBZ 120430Z AUTO 19001KT CAVOK 13/12 Q1030 TEMPO 3000 BR,M
LFBZ,LFBZ,2019-09-12 05:00,53.60,51.80,93.60,130.00,4.00,0.00,30.42,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFBZ 120500Z AUTO 13004KT 360V170 CAVOK 12/11 Q1030 TEMPO 3000 BR,M
LFBZ,LFBZ,2019-09-12 05:30,53.60,53.60,100.00,150.00,6.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFBZ 120530Z AUTO 15006KT CAVOK 12/12 Q1031 TEMPO 3000 BR,M
LFBZ,LFBZ,2019-09-12 06:00,53.60,51.80,93.60,150.00,3.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,LFBZ 120600Z AUTO 15003KT CAVOK 12/11 Q1031 NOSIG,M
LFBZ,LFBZ,2019-09-12 06:30,55.40,53.60,93.65,170.00,3.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,LFBZ 120630Z AUTO 17003KT CAVOK 13/12 Q1031 BECMG 06010KT,M
LFBZ,LFBZ,2019-09-12 07:00,57.20,55.40,93.69,M,2.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,LFBZ 120700Z AUTO VRB02KT CAVOK 14/13 Q1031 NOSIG,M
LFBZ,LFBZ,2019-09-12 07:30,59.00,55.40,87.83,M,2.00,0.00,30.45,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,LFBZ 120730Z AUTO VRB02KT CAVOK 15/13 Q1031 NOSIG,M
LFBZ,LFBZ,2019-09-12 08:00,62.60,57.20,82.50,M,2.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,LFBZ 120800Z AUTO VRB02KT CAVOK 17/14 Q1032 NOSIG,M
LFBZ,LFBZ,2019-09-12 08:30,64.40,53.60,67.95,M,2.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,64.40,LFBZ 120830Z AUTO VRB02KT CAVOK 18/12 Q1032 NOSIG,M
LFBZ,LFBZ,2019-09-12 09:00,66.20,55.40,68.15,360.00,3.00,0.00,30.47,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,66.20,LFBZ 120900Z AUTO 36003KT 290V060 CAVOK 19/13 Q1032 NOSIG,M
